name_english,name_japanese,anime_manga_titles,favorites
Suigintou,(水銀燈),"['Rozen Maiden', 'Rozen Maiden: Träumend', 'Rozen Maiden: Ouvertüre', 'Rozen Maiden', 'Rozen Maiden (2008)', 'Rozen Maiden 0']",2027
"Tsushima, Yoshiko",(津島 善子),"['Kimi no Kokoro wa Kagayaiteru kai?', 'Love Live! Sunshine!!', 'Koi ni Naritai Aquarium', 'Love Live! Sunshine!!', 'Love Live! Sunshine!! School Idol Diary', 'Love Live! Sunshine!! Guilty Kiss Comic Anthology']",2026
YoRHa 2-gou B-gata,(ヨルハ2号B型),"['NieR:Automata Ver1.1a', 'NieR:Automata Ver1.1a Part 2', 'NieR:Automata', 'YoRHa: Shinjuwan Kouka Sakusen Kiroku']",2022
"Fibel, Sistine",(システィーナ=フィーベル),"['Rokudenashi Majutsu Koushi to Akashic Records', 'Rokudenashi Majutsu Koushi to Akashic Records', 'Rokudenashi Majutsu Koushi to Akashic Records']",2018
"Kotatsu, Tamaki",(環 古達),"['Enen no Shouboutai', 'Enen no Shouboutai: Ni no Shou', 'Enen no Shouboutai Mini Anime', 'Enen no Shouboutai']",2018
"Tatsumi, Koutarou",(巽 幸太郎),"['Zombieland Saga', 'Zombieland Saga Revenge']",2015
"Heartnet, Train",(トレイン＝ハートネット),"['Black Cat (TV)', 'Black Cat (TV): Toozakaru Neko', 'Black Cat']",2005
Chousou,(脹相),"['Jujutsu Kaisen', 'Jujutsu Kaisen 2nd Season', 'Jujutsu Kaisen']",1988
Satoshi,(サトシ),"['Pokemon', 'Pokemon Movie 01: Mewtwo no Gyakushuu', 'Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan', 'Dengeki! Pikachu', 'Gekijouban Pocket Monsters Diamond & Pearl: Dialga vs. Palkia vs. Darkrai', 'Gekijouban Pocket Monster AG: Mew to Hadou no Yuusha Lucario']",1987
"Yuurakutei, Yakumo",(八代目 有楽亭 八雲),"['Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen', 'Shouwa Genroku Rakugo Shinjuu', 'Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen', 'Shouwa Genroku Rakugo Shinjuu']",1986
"Nakahara, Sunako",(中原 スナコ),"['Yamato Nadeshiko Shichihenge♥', 'Yamato Nadeshiko Shichihenge♥']",1983
"Gouda, Takeo",(剛田 猛男),"['Ore Monogatari!!', 'Ore Monogatari!!', 'Ore Ride!!', 'Ore Koi!!']",1980
Lum,(ラム),"['Urusei Yatsura', 'Urusei Yatsura: Haru da, Tobidase!', 'Urusei Yatsura OVA', 'Urusei Yatsura']",1980
"Dostoyevsky, Fyodor",(フョードル・ドストエフスキー),"['Bungou Stray Dogs 2nd Season', 'Bungou Stray Dogs: Dead Apple', 'Bungou Stray Dogs 3rd Season', 'Bungou Stray Dogs', 'Bungou Stray Dogs Wan!', 'Bungou Stray Dogs: Dead Apple']",1974
Scar,(スカー (傷の男)),"['Fullmetal Alchemist', 'Fullmetal Alchemist: Reflections', 'Fullmetal Alchemist: Premium Collection', 'Fullmetal Alchemist']",1973
"Ryuu, Jusetsu",(柳 寿雪),"['Koukyuu no Karasu', 'Koukyuu no Karasu']",1970
Nikaidou,(二階堂),"['Dorohedoro', 'Dorohedoro: Ma no Omake', 'Dorohedoro (Zoku-hen)', 'Dorohedoro']",1969
The Skull Knight,(髑髏の騎士),"['Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'Berserk: Ougon Jidai-hen III - Kourin', 'Berserk', 'Berserk']",1968
Leone,(レオーネ),"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill! Recap', 'Akame ga Kill!', 'Akame ga Kill! Zero', 'Akame ga Kill! 1.5']",1967
"Kurose, Maria",(黒瀬 海愛),"['Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.', 'Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.', 'Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.']",1964
"Nendou, Riki",(燃堂 力),"['Saiki Kusuo no Ψ-nan', 'Saiki Kusuo no Ψ-nan 2', 'Saiki Kusuo no Ψ-nan: Kanketsu-hen', 'Saiki Kusuo no Ψ-nan', 'Chounouryokusha Saiki Kusuo no Ψ-nan 0']",1961
Zeref,(ゼレフ),"['Fairy Tail', 'Fairy Tail (2014)', 'Fairy Tail Movie 2: Dragon Cry', 'Fairy Tail', 'Fairy Tail Zerø', 'Fairy Tail: 100 Years Quest']",1961
Nyaruko,(ニャル子),"['Haiyoru! Nyaruani', 'Haiyoru! Nyaruani: Remember My Love(craft-sensei)', 'Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special', 'Haiyore! Nyaruko-san', 'Haiyore! Nyaruko-san', 'Haiyore! Super Nyaruko-chan Time']",1956
"Ye, Xiu",(叶 修),"['Quanzhi Gaoshou', 'Quanzhi Gaoshou Specials', 'Quanzhi Gaoshou 2', 'Quanzhi Gaoshou']",1954
Miia,(ミーア),"['Monster Musume no Iru Nichijou', 'Monster Musume no Iru Nichijou: Hobo Mainichi ◯◯! Namappoi Douga', 'Monster Musume no Iru Nichijou OVA', 'Monster Musume no Iru Nichijou', 'Monster Musume no Iru Nichijou 4-koma Anthology']",1952
Reborn,(リボーン),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet', 'Vongola GP Kuru']",1942
"Kaizaki, Arata",(海崎 新太),"['ReLIFE', 'ReLIFE: Kanketsu-hen', 'ReLIFE: Kanketsu-hen Specials', 'ReLIFE']",1937
Yoshino,(四糸乃),"['Date A Live', 'Date A Live II', 'Date A Live II: Kurumi Star Festival', 'Date A Live: Encore', 'Date A Live', 'Date A Live']",1936
"Miketsukami, Soushi",(御狐神双熾),"['Inu x Boku SS', 'Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto', 'Inu x Boku SS']",1934
Ashitaka,(アシタカ),['Mononoke Hime'],1932
"Fairbrook Wingates Hellsing, Integra",(インテグラル・ファルブルケ・ウィンゲーツ・ヘルシング),"['Hellsing', 'Hellsing Ultimate', 'Hellsing: Digest for Freaks', 'Hellsing']",1931
"Ueno, Naoka",(植野 直花),"['Koe no Katachi', 'Koe no Katachi', 'Koe no Katachi']",1926
"Ogino, Chihiro",(荻野 千尋),['Sen to Chihiro no Kamikakushi'],1925
"Cheng, Xiaoshi",(程 小時),"['Shiguang Dailiren', 'Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin', 'Shiguang Dailiren II']",1924
Cadis Etrama Di Raizel,(카디스 에트라마 디 라이제르 / カディス・エトラマ・デ・ライジェル),"['Noblesse: Pamyeol-ui Sijak', 'Noblesse: Awakening', 'Noblesse', 'Noblesse']",1923
"Kiyose, Haiji",(清瀬 灰二),"['Kaze ga Tsuyoku Fuiteiru', 'Kaze ga Tsuyoku Fuiteiru']",1919
"Yamamoto, Takeshi",(山本 武),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet']",1919
"Ootani, Atsushi",(大谷敦士),"['Lovely★Complex', 'Lovely★Complex', 'Lovely★Complex Two']",1916
Monokuma,(モノクマ),"['Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: Monokuma Gekijou', 'Wooser no Sono Higurashi: Kakusei-hen', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Super Danganronpa 2: Nanami Chiaki no Sayonara Zetsubou Daibouken', 'Super Danganronpa 2: Sayonara Zetsubou Gakuen - 4-koma KINGS']",1911
"Osana, Najimi",(長名 なじみ),"['Komi-san wa, Comyushou desu.', 'Komi-san wa, Comyushou desu. 2nd Season', 'Komi-san wa, Comyushou desu.']",1907
"Akaza, Akari",(赤座 あかり),"['Yuru Yuri', 'Yuru Yuri♪♪', 'Yuru Yuri Nachuyachumi!', 'Yuru Yuri']",1904
Haji,(ハジ),"['Blood+', 'Blood+', 'Blood+ Adagio', 'Blood+: Yakou Joushi']",1903
Chelsea,(チェルシー),"['Akame ga Kill!', 'AkaKill! Gekijou', 'Akame ga Kill!', 'Akame ga Kill! Zero']",1896
"Sunohara, Youhei",(春原 陽平),"['Clannad', 'Kaginado', 'Clannad Movie', 'Clannad', 'Clannad 4-koma Manga Gekijyou', 'Clannad: Tomoyo Dearest']",1895
"Uzumaki, Boruto",(うずまき ボルト),"['Boruto: Naruto the Movie', 'Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi', 'Boruto: Naruto Next Generations', 'Boruto: Naruto the Movie', 'Boruto: Naruto the Movie Tokubetsu Bangai-hen - Naruto ga Hokage ni Natta Hi', 'Boruto: Naruto Next Generations']",1888
"Voltia, Luck",(ラック・ボルディア),"['Black Clover', 'Mugyutto! Black Clover', 'Black Clover: Mahou Tei no Ken', 'Black Clover']",1883
"Yotsuya, Miko",(四谷 みこ),"['Mieruko-chan', 'Mieruko-chan']",1882
"Rokudou, Mukuro",(六道 骸),"['Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn!: Mr. Rebokku no Ciao Ciao Interview', 'Katekyou Hitman Reborn! x ēlDLIVE Special', 'Katekyou Hitman Reborn!', 'Katekyou Hitman Reborn! Secret Bullet']",1878
Himmel,(ヒンメル),"['Yuusha', 'Sousou no Frieren', 'Sousou no Frieren: ●● no Mahou', 'Sousou no Frieren', 'Sousou no Frieren Anthology: Kotonaru Tabi wo Tanoshimu Mahou']",1877
"Yuuki, Makoto",(有里 湊 / 結城 理),"['Persona 3 the Movie 1: Spring of Birth', ""Persona 3 the Movie 2: Midsummer Knight's Dream"", 'Persona 3 the Movie 3: Falling Down', 'Persona 3', 'Persona 3: Comic Anthology - Memento Mori', 'Persona Q: Shadow of the Labyrinth - Side:P3']",1877
"Yamaguchi, Tadashi",(山口 忠),"['Haikyuu!!', 'Haikyuu!! Lev Genzan!', 'Haikyuu!! Second Season', 'Haikyuu!!']",1876
"Zoldyck, Illumi",(イルミ＝ゾルディック),"['Hunter x Hunter', 'Hunter x Hunter: Original Video Animation', 'Hunter x Hunter: Greed Island', 'Hunter x Hunter']",1875
Sniper Kamen,(スナイパー仮面),"['Tenkuu Shinpan', 'Tenkuu Shinpan']",1874
"Fujiwara, Bunta",(藤原 文太),"['Initial D Fourth Stage', 'Initial D First Stage', 'Initial D Second Stage', 'Initial D']",1867
Eureka,(エウレカ),"['Koukyoushihen Eureka Seven', 'Koukyoushihen Eureka Seven: Kinkyuu Tokuban Navigation ray=out', 'Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai', 'Koukyoushihen Eureka seveN', 'Eureka Seven', 'Koukyoushihen Eureka seveN: New Order']",1862
"Kanamori, Sayaka",(金森 さやか),"['Eizouken ni wa Te wo Dasu na!', 'Eizouken Mini Anime', 'Eizouken ni wa Te wo Dasuna!']",1859
"Wang, Qi",(王騎),"['Kingdom', 'Kingdom 2nd Season', 'Kingdom 3rd Season', 'Kingdom']",1858
"Kanzaki, Urumi",(神崎 麗美),"['Great Teacher Onizuka', 'GTO', 'GTO: Shonan 14 Days', 'GTO: Paradise Lost']",1856
Saber,(セイバー),"['Fate/Extra: Last Encore', 'Fate/Extra: Last Encore - Illustrias Tendousetsu', 'Toshiwasure Guda Guda Order 2016', 'Fate/Extra', 'Fate/Extra', 'Fate/Extra CCC']",1855
"Mikk, Tyki",(ティキ・ミック),"['D.Gray-man', 'D.Gray-man Hallow', 'D.Gray-man']",1852
"Suzuki, Iruma",(鈴木 入間),"['Mairimashita! Iruma-kun', 'Mairimashita! Iruma-kun 2nd Season', 'Mairimashita! Iruma-kun 3rd Season', 'Mairimashita! Iruma-kun', 'Mairimashita! Iruma-kun Koushiki Anthology: Houkago no! Iruma-kun', 'Mairimashita! Iruma-kun: If Episode of Mafia']",1849
"Honda, Hanako",(本田 華子),"['Asobi Asobase', 'Asobi Asobase: Cosplay Taikai/Otona no Watashi e', 'Asobi Asobase Specials', 'Asobi Asobase']",1846
"Tendou, Satori",(天童 覚),"['Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou', 'Haikyuu!! Movie 4: Concept no Tatakai', 'Haikyuu!! To the Top', 'Haikyuu!!']",1846
"Kotegawa, Yui",(古手川 唯),"['To LOVE-Ru Darkness OVA', 'To LOVE-Ru', 'To LOVE-Ru OVA', 'To LOVE-Ru Darkness: Little Sisters', 'To LOVE-Ru', 'To LOVE-Ru Darkness']",1846
Kaonashi,(カオナシ),['Sen to Chihiro no Kamikakushi'],1843
"Matsuzaka, Satou",(松阪 さとう),"['Happy Sugar Life', 'Happy Sugar Life']",1831
"Claes, Catarina",(カタリナ・クラエス),"['Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Katarina Nounai Kaigi', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...', 'Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Zettai Zetsumei! Hametsu Sunzen-hen']",1830
"Speeddraw, Fremy",(フレミー・スピッドロウ),"['Rokka no Yuusha', 'Rokka no Yuusha Picture Drama', 'Rokka no Yuusha', 'Rokka no Yuusha', 'Rokka no Yuusha Archive']",1823
"Akai, Shuuichi",(赤井 秀一),"['Meitantei Conan', 'Meitantei Conan Movie 18: Ijigen no Sniper', 'Meitantei Conan Movie 20: Junkoku no Nightmare', 'Meitantei Conan', 'Meitantei Conan: Ijigen no Sniper']",1822
Shin,(心),"['Dorohedoro', 'Dorohedoro: Ma no Omake', 'Dorohedoro']",1819
"Thierry, Laurent",(ローラン・ティエリー),"['Great Pretender', 'Great Pretender: Razbliuto']",1818
"Souma, Shigure",(草摩 紫呉),"['Fruits Basket', 'Fruits Basket 1st Season', 'Fruits Basket 2nd Season', 'Fruits Basket: Mabudachi Tokubetsu-hen', 'Fruits Basket']",1814
"Miya, Atsumu",(宮 侑),"['Haikyuu!! To the Top', 'Haikyuu!! To the Top Part 2', 'Haikyuu!!']",1809
Kamui,(神威),"['Gintama', 'Gintama Movie 1: Shinyaku Benizakura-hen', ""Gintama'"", 'Gintama']",1806
Jeanne,(ジャンヌ),"['Vanitas no Karte', 'Vanitas no Karte Part 2', 'Vanitas no Karte: En Route Pour le Gévaudan', 'Vanitas no Karte']",1804
"Hirako, Shinji",(平子 真子),"['Bleach', 'Bleach: Sennen Kessen-hen', 'Bleach: Sennen Kessen-hen - Ketsubetsu-tan', 'Bleach', 'Bleach: The Death Save the Strawberry', ""Bleach: Can't Fear Your Own World""]",1803
"Yamato, Kira",(キラ・ヤマト),"['Kidou Senshi Gundam SEED', 'Kidou Senshi Gundam SEED Destiny', 'Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai', 'Mobile Suit Gundam SEED', 'Kidou Senshi Gundam SEED Destiny', 'Kidou Senshi Gundam SEED']",1802
"Kani, Nayuta",(可児 那由多),"['Imouto sae Ireba Ii.', 'Imouto sae Ireba Ii. (ONA)', 'Imouto sae Ireba Ii.']",1792
"Kasuga, Arata",(春日 アラタ),"['Trinity Seven', 'Trinity Seven: Nanatsu no Taizai to Nana Madoushi', 'Trinity Seven Movie 1: Eternity Library to Alchemic Girl', 'Trinity Seven: 7-nin no Mashotsukai', 'Trinity Seven: 7-nin no Mashotsukai The Novel', 'Trinity Seven: 7-nin no Mashotsukai Comic Anthology']",1791
"Shimura, Shinpachi",(志村 新八),"['Gintama', 'Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi', 'Gintama: Shiroyasha Koutan', 'Gintama', 'Gintama: 3-nen Z-gumi Ginpachi-sensei', 'Gekijouban Gintama: Kanketsu-hen - Yorozuya yo Eien Nare']",1788
"Koibuchi, Kuranosuke",(鯉淵 蔵之介),"['Kuragehime', 'Kuragehime: Eiyuu Retsuden☆', 'Kuragehime']",1782
"Uchiha, Shisui",(うちは シスイ),"['Naruto: Shippuuden', 'Naruto', 'Naruto Shinden Series']",1782
"Malandro, Michiko",(ミチコ・マランドロ),['Michiko to Hatchin'],1777
Pikachu,(ピカチュウ),"['Pokemon', 'Pokemon Movie 01: Mewtwo no Gyakushuu', 'Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan', 'Dengeki! Pikachu', 'Pocket Monsters Special', 'Pocket Monsters: PiPiPi★Adventure']",1773
"Aragaki, Ayase",(新垣 あやせ),"['Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai: Ayase If', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai', 'Ore no Imouto ga Konnani Kawaii Wake ga Nai']",1771
"Zeppeli, Caesar Anthonio",(シーザー・アントニオ・ツェペリ),"['JoJo no Kimyou na Bouken (TV)', 'JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu']",1771
"Azazel, Amelie",(アザゼル・アメリ),"['Mairimashita! Iruma-kun', 'Mairimashita! Iruma-kun 2nd Season', 'Mairimashita! Iruma-kun 3rd Season', 'Mairimashita! Iruma-kun']",1769
"Akagi, Shigeru",(赤木しげる),"['Touhai Densetsu Akagi: Yami ni Maiorita Tensai', 'Akagi: Yami ni Oritatta Tensai', 'Ten: Tenhou-doori no Kaidanji', 'Akagi: Zawa... Zawa... Anthology']",1768
Nero,(黒ネロ),"['Black Clover', 'Black Clover: Mahou Tei no Ken', 'Black Clover']",1765
"Miniwa, Tsumiki",(御庭 つみき),"['Acchi Kocchi', 'Acchi Kocchi: Place=Princess', 'Acchi Kocchi']",1764
"Saotome, Ranma",(早乙女 乱馬),"['Ranma ½', 'Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!', 'Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!', 'Ranma ½']",1764
"Kousaka, Honoka",(高坂 穂乃果),"['Bokura no Live Kimi to no Life', 'Snow Halation', 'Natsu-iro Egao de 1, 2, Jump!', 'Love Live!', 'Love Live! School Idol Diary', 'Love Live! School Idol Diary Second Season']",1761
"Tu Oderschvank, Nelliel",(ネリエル・トゥ・オーデルシュヴァンク),"['Bleach', 'Bleach: Sennen Kessen-hen', 'Bleach: Sennen Kessen-hen - Ketsubetsu-tan', 'Bleach', 'Bleach: Spirits Are Forever with You', ""Bleach: Can't Fear Your Own World""]",1760
"Aihara, Yuzu",(藍原 柚子),"['Citrus', 'Citrus', 'Citrus: Comic Anthology', 'Citrus+']",1759
"Senji, Kiyomasa",(千地 清正),"['Deadman Wonderland: Akai Knife Tsukai', 'Deadman Wonderland', 'Deadman Wonderland']",1759
"Kajou, Ayame",(華城 綾女),"['Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai', 'Shimoneta to Iu Gainen ga Sonzai shinai Taikutsu na Sekai: Manmaru-hen', 'Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai']",1758
"Komai, Hasuki",(狛井 蓮季),"['Kishuku Gakkou no Juliet', 'Kishuku Gakkou no Juliet', 'Kishuku Gakkou no Juliet']",1756
Keyaru,(ケヤル／ケヤルガ),"['Kaifuku Jutsushi no Yarinaoshi', 'Kaifuku Jutsushi no Yarinaoshi: Sokushi Mahou to Skill Copy no Chouetsu Heal', 'Kaifuku Jutsushi no Yarinaoshi']",1750
"Kirisu, Mafuyu",(桐須 真冬),"['Bokutachi wa Benkyou ga Dekinai', 'Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru', 'Bokutachi wa Benkyou ga Dekinai!', 'Bokutachi wa Benkyou ga Dekinai']",1750
"Mashiro, Moritaka",(真城 最高),"['Bakuman.', 'Bakuman. 2nd Season', 'Bakuman. 3rd Season', 'Bakuman.', 'Bakuman.', 'Bakuman. Bangai-hen']",1745
"Dracule, Mihawk",(ジュラキュール・ミホーク),"['One Piece', 'One Piece Film: Strong World Episode 0', 'One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai', 'One Piece: Roronoa Zoro, Umi ni Chiru', 'One Piece', 'One Piece: Mugiwara Daigekijou']",1744
"Kaneda, Shoutarou",(金田 正太郎),"['Akira', 'Akira']",1742
Maple,(メイプル),"['Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.', 'Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.']",1741
"Usami, Akihiko",(宇佐見 秋彦),"['Junjou Romantica', 'Junjou Romantica 2', 'Junjou Romantica Special', 'Junjou Romantica', 'Junjou Minimum', 'Junjou Romantica dj - Chika*Chika Cheap★Star']",1741
"Marvell, Wendy",(ウェンディ・マーベル),"['Fairy Tail', 'Fairy Tail OVA', 'Fairy Tail Movie 1: Houou no Miko', 'Fairy Tail', 'Fairy Girls', 'Fairy Tail: Blue Mistral']",1740
Sephiroth,(セフィロス),"['Final Fantasy VII: Advent Children', 'Final Fantasy VII: Last Order', 'Final Fantasy VII: Advent Children Complete', 'Final Fantasy VII: On the Way to a Smile']",1740
"Ludenberg, Celestia",(セレスティア・ルーデンベルク),"['Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation', 'Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen', 'Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei', 'Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation']",1735
"Takahashi, Ryousuke",(高橋 涼介),"['Initial D Fourth Stage', 'Initial D Fifth Stage', 'Initial D Final Stage', 'Initial D', 'MF Ghost']",1734
"Daidouji, Tomoyo",(大道寺 知世),"['Cardcaptor Sakura', 'Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!', 'Cardcaptor Sakura: Clear Card-hen', 'Cardcaptor Sakura', 'Shiritsu Horitsuba Gakuen', 'Cardcaptor Sakura Extras']",1733
"Hiroi, Kikuri",(廣井 きくり),"['Bocchi the Rock!', 'Bocchi the Rock! Gaiden: Hiroi Kikuri no Fukazake Nikki', 'Bocchi the Rock!']",1731
"Kobayashi, Rindou",(小林 竜胆),"['Shokugeki no Souma: Ni no Sara OVA', 'Shokugeki no Souma: San no Sara', 'Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen', 'Shokugeki no Souma']",1731
"Cavendish, Diana",(ダイアナ・キャベンディッシュ),"['Little Witch Academia', 'Little Witch Academia: Mahoujikake no Parade', 'Little Witch Academia (TV)', 'Little Witch Academia', 'Little Witch Academia']",1731
Puck,(パック),"['Berserk', 'Berserk: Ougon Jidai-hen II - Doldrey Kouryaku', 'Berserk: Ougon Jidai-hen III - Kourin', 'Berserk']",1728
Batou,(バトー),"['Koukaku Kidoutai', 'Koukaku Kidoutai: Stand Alone Complex', 'Innocence', 'Koukaku Kidoutai: The Ghost in the Shell', 'Koukaku Kidoutai 1.5: Human-Error Processer', 'Koukaku Kidoutai: Stand Alone Complex']",1728
"Tsuruga, Ren",(敦賀 蓮 / 久遠 ヒズり),"['Skip Beat!', 'Skip Beat!']",1726
"Anderson, Alexander",(アレクサンド・アンデルセン),"['Hellsing Ultimate', 'Hellsing', 'Hellsing: Digest for Freaks', 'Hellsing', 'Angel Dust']",1726
"Lawrence, Kraft",(クラフト・ロレンス),"['Ookami to Koushinryou', 'Ookami to Koushinryou II', 'Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu', 'Ookami to Koushinryou', 'Ookami to Koushinryou', 'Shinsetsu Ookami to Koushinryou: Ookami to Youhishi']",1724
"Morinome, Shinako",(森ノ目 榀子),"['Yesterday wo Utatte', 'Yesterday wo Utatte: Haishin-ban Episode', 'Yesterday wo Utatte']",1723
"Hatsuseno, Alpha",(初瀬野アルファ),"['Yokohama Kaidashi Kikou', 'Yokohama Kaidashi Kikou: Quiet Country Cafe', 'Yokohama Kaidashi Kikou']",1723
"Shokuhou, Misaki",(食蜂 操祈),"['Toaru Kagaku no Railgun T', 'Toaru Kagaku no Railgun S', 'Toaru Majutsu no Index 10-shuunen Kinen PV', 'Toaru Majutsu no Index Gaiden: Toaru Kagaku no Railgun', 'Kamachi Kazuma Toaru Majutsu no Index 10-shuunen: Shokuhou Misaki Figure-hen', 'Toaru Majutsu no Index Gaiden: Toaru Kagaku no Mental Out']",1718
Akashi,(明石),"['Yojouhan Shinwa Taikei', 'Yojouhan Shinwa Taikei Specials', 'Yojouhan Time Machine Blues']",1716
Bentham,(ベンサム),"['One Piece: Mezase! Kaizoku Yakyuu Ou', 'One Piece', 'One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi', 'One Piece', 'One Piece: Mugiwara Daigekijou', 'One Piece: Vivi no Bouken']",1715
"Momobami, Kirari",(桃喰 綺羅莉),"['Kakegurui', 'Kakegurui××', 'Kakegurui Picture Drama', 'Kakegurui', 'Kakegurui Twin', 'Kakegurui (Kari)']",1714
"Blood, Staz Charlie",(ブラッド・チャーリー・スタズ),"['Blood Lad', 'Blood Lad: Wagahai wa Neko de wa Nai', 'Blood Lad', 'Brat★Blood Lad', 'Blood Lad']",1705
